model_name,test_acc_ensemble,test_auc_ensemble,train_acc,train_loss,val_acc,val_auc,val_f1,val_loss,val_sens,val_spec
fc_mlp,0.6396396160125732,0.7094990611076355,0.9852272868156433,0.04775504022836685,0.6396396160125732,0.7209227085113525,0.6428571343421936,1.7600760459899902,0.6666666865348816,0.6140350699424744
gcn,0.522522509098053,0.4765778183937073,0.5056818127632141,0.6944210529327393,0.5135135054588318,0.5347627997398376,0.0,0.6928812861442566,0.0,1.0
graph_temporal,0.522522509098053,0.48861417174339294,0.4795454442501068,0.6949602961540222,0.5135135054588318,0.527452826499939,0.0,0.6928135752677917,0.0,1.0
