model_name,test_acc_ensemble,test_auc_ensemble,train_acc,train_loss,val_acc,val_auc,val_f1,val_loss,val_sens,val_spec
fc_mlp,0.6486486196517944,0.7186076641082764,0.987500011920929,0.05176185443997383,0.6576576828956604,0.7001299858093262,0.6415094137191772,1.863729476928711,0.6296296119689941,0.6842105388641357
gru,0.522522509098053,0.4450227618217468,0.5215908885002136,0.69207763671875,0.5135135054588318,0.43209877610206604,0.0,0.692844808101654,0.0,1.0
gcn,0.522522509098053,0.6418347358703613,0.5,0.6948392987251282,0.5045045018196106,0.4743339419364929,0.0,0.6938593983650208,0.0,0.9824561476707458
